,Accident Date,Injury.Severity,Number.of.Engines
21841,1988-11-06,Incident,3.0
21842,1988-11-06,Fatal(2),1.0
21843,1988-11-06,Non-Fatal,1.0
21844,1988-11-06,Non-Fatal,1.0
21845,1988-11-06,Non-Fatal,0.0
21846,1988-11-06,Non-Fatal,1.0
21847,1988-11-07,Non-Fatal,1.0
21848,1988-11-07,Non-Fatal,1.0
21849,1988-11-07,Non-Fatal,1.0
21850,1988-11-07,Non-Fatal,1.0
21851,1988-11-07,Non-Fatal,1.0
21852,1988-11-08,Non-Fatal,1.0
21853,1988-11-08,Non-Fatal,1.0
21854,1988-11-08,Non-Fatal,1.0
21855,1988-11-09,Non-Fatal,1.0
21856,1988-11-09,Non-Fatal,1.0
21857,1988-11-09,Non-Fatal,1.0
21858,1988-11-09,Non-Fatal,1.0
21859,1988-11-10,Non-Fatal,2.0
21860,1988-11-10,Incident,2.0
21861,1988-11-10,Non-Fatal,1.0
21862,1988-11-10,Non-Fatal,1.0
21863,1988-11-10,Non-Fatal,2.0
21864,1988-11-10,Non-Fatal,1.0
21865,1988-11-10,Non-Fatal,1.0
21866,1988-11-10,Non-Fatal,1.0
21867,1988-11-11,Incident,1.0
21868,1988-11-11,Fatal(2),1.0
21869,1988-11-11,Non-Fatal,1.0
21870,1988-11-11,Fatal(1),2.0
21871,1988-11-11,Non-Fatal,1.0
21872,1988-11-11,Non-Fatal,2.0
21873,1988-11-11,Non-Fatal,1.0
21874,1988-11-11,Non-Fatal,1.0
21875,1988-11-11,Non-Fatal,1.0
21876,1988-11-11,Non-Fatal,1.0
21877,1988-11-11,Non-Fatal,1.0
21878,1988-11-11,Non-Fatal,1.0
21879,1988-11-12,Incident,1.0
21880,1988-11-12,Incident,1.0
21881,1988-11-12,Non-Fatal,2.0
21882,1988-11-12,Non-Fatal,1.0
21883,1988-11-12,Non-Fatal,1.0
21884,1988-11-12,Non-Fatal,1.0
21885,1988-11-12,Non-Fatal,1.0
21886,1988-11-12,Non-Fatal,1.0
21887,1988-11-12,Non-Fatal,2.0
21888,1988-11-13,Incident,2.0
21889,1988-11-13,Incident,3.0
21890,1988-11-13,Incident,1.0
21891,1988-11-13,Fatal(4),1.0
21892,1988-11-13,Fatal(1),1.0
21893,1988-11-13,Fatal(2),1.0
21894,1988-11-13,Non-Fatal,1.0
21895,1988-11-13,Non-Fatal,1.0
21896,1988-11-13,Non-Fatal,1.0
21897,1988-11-13,Non-Fatal,1.0
21898,1988-11-13,Non-Fatal,1.0
21899,1988-11-13,Non-Fatal,1.0
21900,1988-11-14,Fatal(3),1.0
21901,1988-11-14,Non-Fatal,0.0
21902,1988-11-14,Fatal(1),1.0
21903,1988-11-14,Fatal(2),1.0
21904,1988-11-14,Non-Fatal,1.0
21905,1988-11-14,Non-Fatal,2.0
21906,1988-11-14,Non-Fatal,0.0
21907,1988-11-14,Non-Fatal,2.0
21908,1988-11-14,Non-Fatal,1.0
21909,1988-11-14,Non-Fatal,1.0
21910,1988-11-14,Non-Fatal,1.0
21911,1988-11-15,Incident,2.0
21912,1988-11-15,Non-Fatal,1.0
21913,1988-11-15,Non-Fatal,1.0
21914,1988-11-15,Non-Fatal,1.0
21915,1988-11-15,Non-Fatal,1.0
21916,1988-11-15,Non-Fatal,1.0
21917,1988-11-16,Fatal(1),1.0
21918,1988-11-16,Incident,4.0
21919,1988-11-16,Non-Fatal,1.0
21920,1988-11-16,Fatal(1),2.0
21921,1988-11-16,Non-Fatal,1.0
21922,1988-11-16,Non-Fatal,1.0
21923,1988-11-16,Fatal(2),2.0
21924,1988-11-17,Non-Fatal,1.0
21925,1988-11-17,Fatal(1),2.0
21926,1988-11-17,Fatal(1),1.0
21927,1988-11-17,Fatal(1),1.0
21928,1988-11-17,Non-Fatal,1.0
21929,1988-11-17,Non-Fatal,2.0
21930,1988-11-17,Non-Fatal,1.0
21931,1988-11-17,Non-Fatal,1.0
21932,1988-11-17,Non-Fatal,1.0
21933,1988-11-17,Non-Fatal,2.0
21934,1988-11-17,Non-Fatal,1.0
21935,1988-11-18,Fatal(3),1.0
21936,1988-11-18,Fatal(6),2.0
21937,1988-11-18,Fatal(2),1.0
21938,1988-11-18,Non-Fatal,1.0
21939,1988-11-19,Fatal(2),1.0
21940,1988-11-19,Non-Fatal,1.0
21941,1988-11-19,Fatal(2),1.0
21942,1988-11-19,Non-Fatal,1.0
21943,1988-11-19,Non-Fatal,1.0
21944,1988-11-19,Non-Fatal,1.0
21945,1988-11-19,Non-Fatal,1.0
21946,1988-11-19,Non-Fatal,1.0
21947,1988-11-19,Non-Fatal,1.0
21948,1988-11-19,Non-Fatal,1.0
21949,1988-11-19,Non-Fatal,2.0
21950,1988-11-20,Non-Fatal,2.0
21951,1988-11-20,Non-Fatal,1.0
21952,1988-11-20,Non-Fatal,1.0
21953,1988-11-20,Non-Fatal,1.0
21954,1988-11-20,Non-Fatal,1.0
21955,1988-11-21,Non-Fatal,1.0
21956,1988-11-21,Non-Fatal,1.0
21957,1988-11-22,Incident,1.0
21958,1988-11-22,Non-Fatal,1.0
21959,1988-11-22,Non-Fatal,1.0
21960,1988-11-22,Non-Fatal,1.0
21961,1988-11-22,Non-Fatal,1.0
21962,1988-11-23,Non-Fatal,1.0
21963,1988-11-23,Fatal(1),1.0
21964,1988-11-23,Non-Fatal,1.0
21965,1988-11-23,Non-Fatal,1.0
21966,1988-11-23,Non-Fatal,1.0
21967,1988-11-24,Fatal(2),2.0
21968,1988-11-24,Fatal(5),1.0
21969,1988-11-24,Fatal(2),1.0
21970,1988-11-25,Fatal(2),1.0
21971,1988-11-25,Non-Fatal,1.0
21972,1988-11-25,Non-Fatal,1.0
21973,1988-11-25,Non-Fatal,1.0
21974,1988-11-26,Non-Fatal,1.0
21975,1988-11-26,Fatal(1),1.0
21976,1988-11-26,Fatal(2),1.0
21977,1988-11-27,Fatal(4),1.0
21978,1988-11-27,Fatal(1),1.0
21979,1988-11-27,Non-Fatal,2.0
21980,1988-11-27,Non-Fatal,1.0
21981,1988-11-27,Incident,2.0
21982,1988-11-28,Fatal(1),1.0
21983,1988-11-28,Fatal(1),1.0
21984,1988-11-28,Fatal(1),1.0
21985,1988-11-28,Non-Fatal,1.0
21986,1988-11-28,Non-Fatal,1.0
21987,1988-11-29,Non-Fatal,1.0
21988,1988-11-30,Fatal(3),1.0
21989,1988-11-30,Non-Fatal,1.0
21990,1988-11-30,Non-Fatal,2.0
21991,1988-11-30,Non-Fatal,1.0
21992,1988-12-02,Fatal(2),2.0
21993,1988-12-02,Fatal(1),1.0
21994,1988-12-02,Fatal(1),1.0
21995,1988-12-02,Non-Fatal,1.0
21996,1988-12-02,Non-Fatal,1.0
21997,1988-12-02,Non-Fatal,1.0
21998,1988-12-02,Non-Fatal,1.0
21999,1988-12-02,Non-Fatal,1.0
22000,1988-12-03,Non-Fatal,1.0
22001,1988-12-03,Fatal(1),1.0
22002,1988-12-03,Fatal(2),1.0
22003,1988-12-03,Non-Fatal,1.0
22004,1988-12-03,Non-Fatal,1.0
22005,1988-12-03,Non-Fatal,1.0
22006,1988-12-03,Non-Fatal,1.0
22007,1988-12-03,Non-Fatal,1.0
22008,1988-12-03,Non-Fatal,1.0
22009,1988-12-03,Non-Fatal,1.0
22010,1988-12-03,Non-Fatal,1.0
22011,1988-12-03,Fatal(1),1.0
22012,1988-12-03,Fatal(1),1.0
22013,1988-12-04,Non-Fatal,1.0
22014,1988-12-04,Non-Fatal,1.0
22015,1988-12-04,Non-Fatal,1.0
22016,1988-12-04,Non-Fatal,1.0
22017,1988-12-04,Non-Fatal,1.0
22018,1988-12-04,Non-Fatal,2.0
22019,1988-12-05,Non-Fatal,1.0
22020,1988-12-05,Non-Fatal,2.0
22021,1988-12-06,Non-Fatal,1.0
22022,1988-12-06,Non-Fatal,1.0
22023,1988-12-06,Non-Fatal,1.0
22024,1988-12-06,Non-Fatal,1.0
22025,1988-12-07,Non-Fatal,1.0
22026,1988-12-07,Non-Fatal,2.0
22027,1988-12-07,Non-Fatal,1.0
22028,1988-12-07,Non-Fatal,1.0
22029,1988-12-08,Non-Fatal,1.0
22030,1988-12-08,Non-Fatal,1.0
22031,1988-12-09,Fatal(2),2.0
22032,1988-12-09,Fatal(1),2.0
22033,1988-12-10,Non-Fatal,1.0
22034,1988-12-10,Non-Fatal,2.0
22035,1988-12-10,Non-Fatal,1.0
22036,1988-12-10,Non-Fatal,1.0
22037,1988-12-11,Incident,1.0
22038,1988-12-11,Non-Fatal,1.0
22039,1988-12-11,Non-Fatal,1.0
22040,1988-12-11,Non-Fatal,1.0
22041,1988-12-12,Non-Fatal,1.0
22042,1988-12-12,Non-Fatal,1.0
22043,1988-12-12,Non-Fatal,1.0
22044,1988-12-12,Non-Fatal,1.0
22045,1988-12-12,Non-Fatal,1.0
22046,1988-12-12,Non-Fatal,1.0
22047,1988-12-12,Non-Fatal,1.0
22048,1988-12-13,Fatal(1),1.0
22049,1988-12-14,Fatal(1),1.0
22050,1988-12-14,Non-Fatal,1.0
22051,1988-12-15,Fatal(1),1.0
22052,1988-12-15,Non-Fatal,1.0
22053,1988-12-16,Incident,1.0
22054,1988-12-16,Fatal(2),0.0
22055,1988-12-16,Non-Fatal,1.0
22056,1988-12-16,Non-Fatal,1.0
